Sample,Type,Latitude,Longitude,Beach/Well,Type,Fit,Family,Rank,PDBx,Ts/Tm,C26/Tet,C28/C29,PAH-RI,SC2D/SC2P,SC3D/SC3P,C28/C29TT,C20/C23TT,C22/C21TT,C24/C23TT,C26/C25TT,C31S/H,C29H/H,C35/C34S hopanes,BNH/H,OI/H,G/H,C29Ts/C29H
01-43,Tar,34.55415,-120.6115,Boathouse,New,Excellent,22,> 5,-22.8,0.24,3.5,0.87,34,2.1,2.7,0.82,0.24,0.44,0.42,0.72,0.49,0.71,1.9,1.7,0.03,0.1,0.11
01-44,Tar,34.55415,-120.6115,Boathouse,New,Good,22,> 5,-22.9,0.24,2.7,0.66,66,1.5,2.6,0.61,0.22,0.57,0.42,0.7,0.5,0.83,1.9,1,0.03,0.14,0.12
01-46,Tar,34.55415,-120.6115,Boathouse,New,Excellent,22,> 5,-23.2,0.24,3.4,1,36,2.1,2.7,0.81,0.24,0.43,0.42,0.72,0.47,0.71,1.9,1.7,0.03,0.1,0.11
01-48,Tar,34.55415,-120.6115,Boathouse,New,Excellent,22,> 5,-23.1,0.23,3.3,0,30,2,2.8,0.81,0.25,0.45,0.42,0.73,0.47,0.71,1.8,1.5,0.03,0.09,0.1
01-49,Tar,34.55415,-120.6115,Boathouse,New,Excellent,22,> 5,-23.2,0.23,3.4,0,35,1.8,2.7,0.83,0.24,0.46,0.38,0.73,0.47,0.71,1.8,1.4,0.03,0.1,0.09
01-51,Tar,34.55415,-120.6115,Boathouse,New,Excellent,22,> 5,-23.3,0.23,3.4,0,37,1.7,2.6,0.82,0.24,0.45,0.4,0.72,0.49,0.71,1.9,1.6,0.03,0.1,0.09
01-52,Tar,34.72065,-120.60867,Lompoc Landing,New,No fit,31,> 6,-22.9,0.19,3.2,1,153,0,0,0.65,0.11,0.96,0.26,0.69,1.3,2.08,2.1,2.4,0.06,0.32,0.08
01-58,Tar,34.52138,-120.51048,Jalama,New,Excellent,22,> 5,-22.9,0.24,3.4,0,37,2.1,2.5,0.83,0.25,0.45,0.42,0.72,0.49,0.77,1.9,1.5,0.03,0.1,0.11
01-59,Tar,34.5172,-120.507,Jalama,New,Excellent,22,> 5,-23.1,0.24,3.4,0,29,1.9,2.6,0.83,0.26,0.45,0.42,0.72,0.48,0.71,1.9,1.4,0.03,0.1,0.12
01-60,Tar,34.5124,-120.5038,Jalama,New,Excellent,22,> 5,-23,0.24,3.3,0.92,41,2,2.6,0.81,0.23,0.46,0.42,0.74,0.48,0.71,1.9,1.6,0.03,0.1,0.11
01-62,Tar,34.50403,-120.4992,Jalama,New,Excellent,22,> 5,-23.3,0.23,3.2,0.91,38,2,2.6,0.78,0.22,0.49,0.42,0.75,0.49,0.67,1.9,1.6,0.03,0.1,0.11
02-1,Tar,34.52446,-120.51286,Jalama,New,Excellent,22,> 5,-23.3,0.25,3.4,1,39,2.1,2.5,0.8,0.22,0.47,0.42,0.74,0.48,0.67,1.8,1.6,0.03,0.1,0.11
02-2,Tar,34.52119,-120.51013,Jalama,New,Excellent,22,> 5,-23.3,0.24,3.3,0.91,38,2.2,2.6,0.78,0.2,0.46,0.4,0.73,0.5,0.71,1.9,1.6,0.03,0.11,0.1
02-4,Tar,34.51725,-120.507,Jalama,New,Excellent,22,> 5,-22.9,0.24,3.4,0.85,29,2.1,2.6,0.79,0.23,0.47,0.4,0.73,0.46,0.71,1.8,1.6,0.03,0.1,0.1
02-6,Tar,34.51131,-120.50276,Jalama,New,Excellent,22,> 5,-23.1,0.24,3.3,0,43,2.1,2.5,0.81,0.22,0.49,0.42,0.75,0.47,0.71,2,1.5,0.03,0.1,0.1
02-7,Tar,34.68458,-120.60574,Surf,New,Excellent,22,> 5,-23.1,0.23,3.2,1.1,41,2,2.5,0.81,0.21,0.46,0.4,0.74,0.49,0.71,1.9,1.8,0.03,0.11,0.11
02-8,Tar,34.68557,-120.60554,Surf,New,Excellent,22,> 5,-23,0.25,3.3,0,39,1.9,2.5,0.82,0.22,0.48,0.42,0.72,0.47,0.71,1.8,1.6,0.03,0.1,0.11
02-12,Seep,34.86356,-120.61345,Casmalia,New,n/a,0,> 5,-23.5,0.29,2.9,0.84,0,0,0,0.82,0.22,0.44,0.45,0.92,0.4,0.63,2.2,3.5,0.03,0.16,0.09
02-13,Seep,34.86256,-120.61329,Lions Head,New,n/a,0,> 5,-23.2,0.24,0.6,0,0,0,0,0.67,0,0,0.83,0.82,0.44,0.77,0,1.6,0.53,2.6,0.8
02-15,Tar,34.55454,-120.61113,Boathouse,New,Excellent,22,> 5,-23.2,0.23,3.2,0.94,28,2,2.6,0.85,0.23,0.45,0.42,0.75,0.45,0.71,1.8,1.7,0.03,0.11,0.14
02-17,Tar,34.55468,-120.61074,Boathouse,New,Excellent,22,> 5,-22.9,0.24,3.4,0.91,29,2,2.5,0.84,0.2,0.48,0.43,0.72,0.47,0.67,1.9,1.5,0.03,0.1,0.11
02-18,Tar,34.55471,-120.61067,Boathouse,New,Excellent,22,> 5,-23,0.28,3.5,0,22,1.6,2.2,0.87,0.22,0.44,0.43,0.76,0.46,0.71,1.9,1.7,0.04,0.1,0.12
02-19,Tar,34.55476,-120.61041,Boathouse,New,No fit,211,> 5,-23.2,0.32,4,1.1,10,1.2,1.6,0.85,0.23,0.37,0.48,0.79,0.44,0.63,1.7,1.5,0.04,0.1,0.14
02-28,Tar,34.68694,-120.60537,Surf,New,Excellent,22,> 5,-23.1,0.26,3.4,0,37,1.8,2.5,0.81,0.18,0.48,0.42,0.74,0.52,0.71,1.9,1.4,0.04,0.11,0.11
02-30,Tar,34.6838,-120.60618,Surf,New,No fit,22,> 5,-22.6,0.32,3.1,0,39,0.8,1.9,0.63,0.2,0.44,0.53,0.73,0.51,0.67,1.9,0.24,0.05,0.12,0.12
02-32,Tar,34.40695,-119.87789,Coal Oil Point,New,n/a,0,> 5,-22.7,0.36,4.9,0,17,0.55,1.4,0.82,0.21,0.38,0.56,0.82,0.51,0.91,1.7,0.47,0.08,0.1,0.1
02-36,Tar,34.04914,-120.35738,San Miguel Island,New,Excellent,22,> 5,-23.2,0.24,3.4,0.99,67,2,2.5,0.81,0.17,0.5,0.43,0.74,0.5,0.67,1.9,1.5,0.03,0.11,0.1
02-41,Tar,34.04865,-120.42452,San Miguel Island,New,Fair,33,> 5,-22.8,0.22,2.9,0,108,3.3,3.9,0.63,0.12,0.72,0.36,0.68,0.58,0.67,2.2,0.41,0.02,0.11,0.1
02-42,Tar,34.05218,-120.41815,San Miguel Island,New,Excellent,22,> 5,-23.2,0.23,3.5,0,48,1.9,2.5,0.8,0.16,0.49,0.43,0.76,0.52,0.67,1.9,1.4,0.03,0.11,0.09
02-43,Tar,34.05026,-120.40338,San Miguel Island,New,Excellent,22,> 5,-22.8,0.24,3.4,0,49,1.9,2.4,0.82,0.16,0.52,0.42,0.77,0.5,0.71,1.9,1.4,0.03,0.11,0.1
02-45,Tar,34.05017,-120.39573,San Miguel Island,New,Excellent,22,> 5,-23.2,0.23,3.4,0,42,2.1,2.7,0.82,0.16,0.51,0.42,0.76,0.51,0.71,1.9,1.6,0.03,0.11,0.1
02-47,Tar,34.05336,-120.38737,San Miguel Island,New,Excellent,22,> 5,-22.7,0.24,3.4,0,46,2.1,2.7,0.83,0.17,0.52,0.43,0.73,0.5,0.67,1.9,1.6,0.03,0.11,0.1
02-50,Tar,34.06414,-120.37218,San Miguel Island,New,Excellent,22,> 5,-22.9,0.24,3.5,0.8,50,2,2.7,0.81,0.16,0.52,0.42,0.74,0.5,0.67,1.9,1.5,0.03,0.11,0.11
02-53,Tar,34.02014,-120.31005,San Miguel Island,New,Excellent,22,> 5,-23.2,0.24,3.6,0.71,48,2.1,2.7,0.79,0.16,0.51,0.42,0.74,0.53,0.67,2,1.5,0.03,0.12,0.11
02-55,Tar,34.02014,-120.31005,San Miguel Island,New,Excellent,22,> 5,-23.2,0.23,3.4,0.87,55,2,2.6,0.78,0.16,0.53,0.43,0.75,0.5,0.67,1.9,1.4,0.03,0.11,0.11
02-56,Seep,34.44592,-120.48645,Point Conception,New,Excellent,22,> 5,-23.2,0.23,3.4,0,50,2,2.7,0.8,0.17,0.51,0.43,0.76,0.45,0.63,1.9,1.2,0.03,0.1,0.1
02-62,Seep,34.42768,-120.38065,Point Conception,New,Excellent,212,> 5,-22.6,0.34,4.1,0,52,1.4,1.6,0.87,0.2,0.38,0.5,0.73,0.43,0.63,1.5,0.36,0.04,0.07,0.12
02-63,Tar,34.42768,-120.38065,Point Conception,New,Excellent,22,> 5,-23.3,0.24,3.3,0.96,46,2.2,2.5,0.8,0.17,0.5,0.43,0.75,0.52,0.71,1.9,1.6,0.03,0.11,0.11
02-64,Tar,34.42768,-120.38065,Point Conception,New,Excellent,22,> 5,-23.2,0.23,3.3,0.86,47,2.1,2.5,0.8,0.17,0.51,0.43,0.75,0.51,0.67,1.9,1.6,0.03,0.11,0.11
02-66,Seep,34.44246,-120.26988,Sacate,New,Good,13,> 5,-23.1,0.63,4.1,0,5,0.25,0.53,0.97,0.21,0.32,0.56,0.78,0.49,0.77,1.2,0.44,0.09,0.08,0.18
02-67,Seep,34.44246,-120.26988,Sacate,New,Good,212,> 5,-22.6,0.45,4.5,0,29,0.42,1.1,0.92,0.22,0.31,0.59,0.78,0.4,0.63,1.2,0.32,0.04,0.06,0.13
02-73,Tar,34.5541,-120.61141,Boathouse,New,Excellent,22,> 5,-23.4,0.24,3.5,0.78,53,2,2.6,0.8,0.16,0.52,0.43,0.76,0.53,0.67,1.9,1.6,0.03,0.12,0.11
02-74,Tar,34.55391,-120.61161,Boathouse,New,Excellent,22,> 5,-23.3,0.24,3.5,0.7,48,2,2.6,0.79,0.16,0.52,0.43,0.76,0.5,0.67,1.9,1.5,0.03,0.11,0.12
02-75,Tar,34.55478,-120.61043,Boathouse,New,Excellent,22,> 5,-23.2,0.23,3.4,0.78,54,2,2.5,0.79,0.15,0.51,0.42,0.77,0.51,0.67,1.9,1.5,0.03,0.11,0.11
02-80,Tar,34.51592,-120.50593,Jalama,New,Excellent,22,> 5,-23.2,0.23,3.6,0,52,2,2.5,0.8,0.16,0.54,0.43,0.77,0.52,0.67,1.9,1.4,0.03,0.11,0.11
02-81,Tar,34.51277,-120.50384,Jalama,New,Excellent,22,> 5,-23.2,0.24,3.5,1.1,44,2,2.4,0.8,0.16,0.51,0.43,0.75,0.52,0.67,1.9,1.4,0.03,0.11,0.11
02-82,Tar,34.51252,-120.50355,Jalama,New,n/a,0,> 6,-23,0.24,3.4,0,43,0.85,2.2,0.81,0.16,0.51,0.42,0.75,4.7,6.67,1.9,0.4,0.41,1.2,0.09
02-83,Tar,34.5107,-120.50231,Jalama,New,Excellent,22,> 5,-23.2,0.24,3.6,0.75,50,2.1,2.5,0.78,0.16,0.52,0.43,0.76,0.49,0.67,2,1.5,0.03,0.11,0.11
02-92,Tar,34.51838,-120.50786,Jalama,New,Excellent,22,> 5,-23.2,0.26,3.5,0,44,2.1,2.3,0.82,0.16,0.53,0.45,0.75,0.5,0.67,1.9,1.4,0.03,0.12,0.1
02-93,Tar,34.50477,-120.49955,Jalama,New,Excellent,22,> 5,-23.1,0.26,3.5,0,53,2,2.4,0.82,0.17,0.54,0.43,0.75,0.51,0.67,1.9,1.5,0.03,0.12,0.1
02-94,Tar,34.50271,-120.49867,Jalama,New,Excellent,22,> 5,-23.1,0.23,3.5,0,45,2,2.4,0.8,0.16,0.54,0.44,0.76,0.49,0.67,1.9,1.5,0.03,0.11,0.1
02-96,Tar,34.47072,-120.22694,Gaviota,New,Excellent,22,> 5,-22.9,0.24,3.3,0,50,2,2.5,0.84,0.16,0.5,0.43,0.72,0.43,0.71,1.5,1.5,0.04,0.1,0.1
02-104,Tar,34.41525,-119.58503,Loon Point,New,Excellent,22,> 5,-23.1,0.24,3.4,0,41,2.2,2.5,0.83,0.16,0.52,0.45,0.73,0.47,0.67,1.7,1.6,0.03,0.12,0.11
02-118,Tar,34.50603,-120.50005,Jalama,New,Excellent,22,> 5,-23.1,0.24,3.3,1.1,47,2.1,2.4,0.81,0.16,0.5,0.44,0.74,0.48,0.71,1.8,1.6,0.03,0.12,0.12
02-132,Tar,34.46218,-120.09563,Tajiguas,New,Excellent,22,> 5,-23.2,0.24,3.3,1.2,52,2,2.4,0.84,0.17,0.51,0.41,0.75,0.44,0.71,1.7,1.9,0.04,0.12,0.11
02-134,Tar,34.40853,-119.76338,Arroyo Burro,New,Excellent,22,> 5,-23.3,0.24,3.3,0,52,2,2.4,0.85,0.17,0.49,0.43,0.74,0.47,0.67,1.8,1.7,0.03,0.13,0.11
02-138,Tar,34.41582,-119.58567,Loon Point,New,Excellent,22,> 5,-22.9,0.24,3.5,0,48,2.1,2.5,0.82,0.16,0.52,0.42,0.74,0.49,0.67,1.8,1.5,0.03,0.11,0.11
02-144,Tar,34.46158,-120.09539,Tajiguas,New,Fair,22,> 5,-22.6,0.24,3.2,0,67,2,2.5,0.85,0.16,0.54,0.41,0.71,0.42,0.77,1.2,1.7,0.04,0.11,0.11
02-145,Tar,34.46807,-120.24728,Gaviota,New,Good,22,> 5,-22.9,0.25,3.5,1.3,60,2.1,2.4,0.85,0.16,0.52,0.41,0.74,0.44,0.77,1.4,1.9,0.04,0.12,0.1
02-148,Tar,34.47052,-120.29608,Sacate,New,Excellent,22,> 5,-23,0.24,3.3,1.2,29,2.1,2.4,0.87,0.16,0.52,0.42,0.73,0.47,0.71,1.6,1.8,0.03,0.12,0.11
02-157,Tar,34.52058,-120.51022,Jalama,New,Excellent,22,> 5,-22.8,0.26,3.4,1.2,52,2,2.3,0.86,0.16,0.5,0.43,0.72,0.47,0.67,1.6,1.6,0.03,0.12,0.11
02-167,Tar,34.55467,-120.611,Boathouse,New,Excellent,22,> 5,-23.2,0.22,3.6,1.1,59,2.1,2.5,0.8,0.16,0.53,0.42,0.77,0.47,0.71,1.7,1.7,0.03,0.12,0.1
02-172,Seep,34.40167,-119.89013,Coal Oil Point,New,n/a,0,> 6,-23,0.37,4.9,0,28,0,1.8,1.3,0.21,0.39,0.58,0.81,0.46,6.67,1.9,3,0.91,1.11,0.11
02-173,Seep,34.40167,-119.89013,Coal Oil Point,New,n/a,0,> 6,-23.2,0.37,5,0,19,0.65,1,0.86,0.21,0.39,0.57,0.81,0.47,3.23,1.9,1.6,0.37,0.45,0.1
02-174,Seep,34.40167,-119.89013,Coal Oil Point,New,n/a,0,> 6,-22.9,0.37,5.1,0,19,0.6,1.1,0.85,0.2,0.38,0.57,0.82,0.48,3.33,1.8,1.7,0.35,0.46,0.1
02-175,Seep,34.40167,-119.89013,Coal Oil Point,New,n/a,0,> 6,0,0.38,4.7,0,25,0.6,1.2,0.79,0.21,0.38,0.63,0.78,0.51,2.7,1.9,1.8,0.44,0.53,0.12
02-176,Seep,34.40167,-119.89013,Coal Oil Point,New,n/a,0,> 6,0,0.34,4.8,0,24,0.81,1.3,0.84,0.2,0.39,0.59,0.81,0.49,1.82,1.8,1.3,0.22,0.29,0.11
02-177,Seep,34.40167,-119.89013,Coal Oil Point,New,n/a,0,> 6,-23,0.38,4.9,0,20,0.61,1.3,0.82,0.18,0.42,0.59,0.82,0.48,2.63,1.8,1.7,0.41,0.5,0.11
02-181,Tar,34.52167,-120.51029,Jalama,New,Excellent,22,> 5,-23.3,0.23,3.3,0,53,2.1,2.3,0.81,0.16,0.53,0.44,0.73,0.49,0.71,1.8,1.6,0.03,0.12,0.1
02-195,Tar,34.4069,-119.75879,Arroyo Burro,New,Excellent,22,> 5,-23.3,0.23,3.2,1.1,55,2,2.5,0.88,0.16,0.55,0.4,0.74,0.44,0.71,1.7,1.9,0.03,0.11,0.1
02-200,Tar,34.40724,-119.87893,Coal Oil Point,New,n/a,0,> 5,-22.7,0.37,4.9,0,13,0.54,1.4,0.83,0.21,0.4,0.58,0.81,0.49,1.23,1.6,1.4,0.13,0.16,0.1
02-213,Tar,34.50624,-120.50033,Jalama,New,Excellent,22,> 5,-23.4,0.26,3.4,0,72,2,2.4,0.79,0.15,0.52,0.43,0.77,0.49,0.67,1.9,1.6,0.03,0.13,0.09
02-217,Tar,34.67829,-120.60801,Surf,New,Excellent,22,> 5,-23.3,0.24,3.4,0,53,1.7,2.4,0.81,0.16,0.51,0.43,0.75,0.54,0.71,1.8,1.3,0.04,0.13,0.09
02-222,Tar,34.46865,-120.29963,Sacate,New,Excellent,22,> 5,-23.2,0.23,3.1,0,53,2.1,2.3,0.88,0.17,0.49,0.44,0.72,0.47,0.71,1.7,1.6,0.03,0.12,0.11
02-223,Tar,34.47021,-120.29751,Sacate,New,Excellent,22,> 5,-23.2,0.26,3.4,1,52,2,2.3,0.8,0.17,0.52,0.43,0.75,0.51,0.71,1.9,1.7,0.04,0.14,0.1
02-224,Tar,34.47077,-120.29417,Sacate,New,Excellent,22,> 5,-23.4,0.25,3.5,0,51,2.1,2.4,0.8,0.16,0.51,0.43,0.76,0.49,0.67,1.8,1.4,0.03,0.12,0.09
02-235,Tar,34.40794,-119.87977,Coal Oil Point,New,Excellent,22,> 5,-23.1,0.24,3.6,1.2,43,2,2.3,0.81,0.16,0.49,0.42,0.76,0.5,0.71,1.9,1.4,0.03,0.11,0.1
02-238,Tar,34.55475,-120.61049,Boathouse,New,n/a,0,> 5,-23.1,0.25,2.7,1.4,31,2,2.5,0.88,0.18,0.5,0.4,0.68,0.35,0.77,1.2,0,0.03,0.11,0.14
02-239,Tar,34.88581,-120.63931,Casmalia,New,No fit,31,> 5,-22.8,0.22,2.4,1.3,97,4.2,4.4,0.8,0.12,0.82,0.27,0.58,0.39,0.83,1.6,0.99,0.03,0.13,0.14
02-252,Tar,34.46959,-120.28733,Sacate,New,Excellent,22,> 5,-23.3,0.26,3.2,1.2,63,2.1,2.2,0.82,0.17,0.49,0.44,0.74,0.43,0.71,1.5,1.7,0.03,0.13,0.11
02-253,Tar,34.46268,-120.09879,Tajiguas,New,Excellent,22,> 5,-23.3,0.28,3.3,0,56,1.9,2.4,0.88,0.17,0.48,0.43,0.74,0.45,0.71,1.6,1.6,0.04,0.11,0.11
02-254,Tar,34.41959,-119.60116,Loon Point,New,Excellent,22,> 5,-23.1,0.25,3.3,0,54,2,2.4,0.84,0.17,0.51,0.43,0.71,0.44,0.71,1.6,1.6,0.04,0.13,0.11
02-261,Tar,34.40918,-119.88123,Coal Oil Point,New,Good,22,> 5,-23.1,0.27,3.3,0,61,1.7,1.9,0.93,0.19,0.48,0.44,0.73,0.42,0.71,1.3,1.2,0.04,0.12,0.13
02-262,Tar,34.55455,-120.61018,Boathouse,New,Excellent,22,> 5,-23.6,0.25,3.2,1,67,2.1,2.4,0.81,0.16,0.49,0.42,0.71,0.44,0.71,1.7,1.8,0.03,0.12,0.11
02-263,Tar,34.88761,-120.63901,Casmalia,New,Excellent,22,> 5,-23.4,0.24,3.3,1.1,61,2.8,3,0.8,0.15,0.58,0.38,0.75,0.44,0.67,1.8,2,0.04,0.12,0.11
02-274,Tar,34.5186,-120.50809,Jalama,New,Excellent,22,> 5,-23.3,0.23,3.2,0,65,2.1,2.4,0.81,0.16,0.51,0.42,0.73,0.46,0.67,1.8,1.6,0.03,0.11,0.12
03-6,Tar,34.50399,-120.49913,Jalama,New,Excellent,22,> 5,-23.4,0.22,3.2,0,59,2,2.5,0.82,0.16,0.53,0.41,0.71,0.45,0.71,1.7,1.5,0.03,0.1,0.11
03-8,Tar,34.68058,-120.60702,Surf,New,Excellent,22,> 5,-23.3,0.23,3.3,0,59,2.1,2.6,0.83,0.16,0.5,0.45,0.72,0.45,0.71,1.7,1.7,0.03,0.12,0.12
03-29,Tar,34.46942,-120.296,Sacate,New,Excellent,22,> 5,-23.3,0.25,3.2,1.1,62,2,2.5,0.86,0.16,0.5,0.43,0.71,0.47,0.71,1.7,1.6,0.04,0.13,0.11
03-33,Tar,34.68236,-120.6064,Surf,New,Excellent,22,> 5,-23.3,0.26,3.3,0,42,1.9,2.4,0.87,0.16,0.51,0.42,0.74,0.49,0.67,1.8,1.4,0.04,0.11,0.11
03-35,Tar,34.55471,-120.61027,Boathouse,New,Excellent,22,> 5,-23.3,0.25,3.5,1.1,71,1.9,2.4,0.82,0.16,0.5,0.44,0.74,0.47,0.67,1.7,1.6,0.03,0.12,0.11
03-38,Tar,34.67895,-120.60747,Surf,New,Excellent,22,> 5,-23.2,0.24,3.4,0,71,1.9,2.4,0.83,0.16,0.5,0.42,0.72,0.49,0.71,1.8,1.4,0.03,0.11,0.11
03-41,Tar,34.55475,-120.61071,Boathouse,New,Good,22,> 5,-23.3,0.26,2.8,0,61,1.9,2.4,0.95,0.18,0.49,0.42,0.7,0.42,0.71,1.5,1.7,0.03,0.12,0.11
03-49,Tar,34.46975,-120.299,Sacate,New,Excellent,22,> 5,-23.2,0.24,3.5,0,64,2.1,2.5,0.82,0.17,0.51,0.43,0.72,0.48,0.67,1.8,1.4,0.03,0.11,0.11
03-63,Tar,34.46974,-120.29887,Sacate,New,Excellent,22,> 5,-23.2,0.24,3.3,1.2,81,2.1,2.4,0.82,0.17,0.49,0.41,0.67,0.45,0.71,1.6,1.7,0.03,0.12,0.12
03-70,Tar,34.68389,-120.60595,Surf,New,Excellent,22,> 5,-25.1,0.24,3.1,1.1,77,2.2,2.5,0.85,0.16,0.53,0.42,0.72,0.48,0.71,1.7,1.7,0.03,0.12,0.12
03-72,Tar,34.68074,-120.60689,Surf,New,Excellent,22,> 5,-23.1,0.22,3.2,0.76,83,2.1,2.4,0.86,0.16,0.5,0.4,0.71,0.45,0.71,1.7,1.6,0.03,0.12,0.11
03-74,Tar,34.50276,-120.49858,Jalama,New,Excellent,22,> 5,-23.1,0.24,3.2,1.2,70,2.1,2.5,0.84,0.17,0.52,0.43,0.73,0.47,0.71,1.7,1.7,0.03,0.11,0.12
03-78,Tar,34.55458,-120.61087,Boathouse,New,Excellent,22,> 5,-23.4,0.24,3.2,1.1,72,2.1,2.4,0.83,0.17,0.5,0.42,0.73,0.45,0.67,1.7,1.6,0.03,0.12,0.11
03-97,Tar,34.51262,-120.50379,Jalama,New,Excellent,22,> 5,-23.4,0.23,3.3,0,73,1.4,2.5,0.87,0.16,0.49,0.42,0.73,0.49,0.71,1.8,1.5,0.04,0.11,0.08
03-98,Tar,34.51512,-120.50533,Jalama,New,Excellent,22,> 5,-23.2,0.24,3,0.5,80,2.1,2.4,0.86,0.17,0.4,0.44,0.78,0.47,0.67,1.8,1.6,0.03,0.12,0.1
03-99,Tar,34.51642,-120.50626,Jalama,New,Excellent,22,> 5,-23.6,0.24,3.4,1,71,2,2.5,0.85,0.16,0.45,0.44,0.77,0.49,0.67,1.9,1.4,0.03,0.11,0.11
03-100,Tar,34.50684,-120.5005,Jalama,New,n/a,0,> 6,-23.4,0.26,3.2,0,57,1.1,2.3,0.88,0.16,0.46,0.42,0.75,4.34,6.67,1.8,0.41,0.4,1.3,0.1
03-101,Tar,34.50536,-120.49979,Jalama,New,Excellent,22,> 5,-23.7,0.26,3.5,0,51,1.9,2.3,0.88,0.17,0.45,0.43,0.78,0.48,0.71,1.8,1.3,0.04,0.11,0.11
03-103,Tar,34.41929,-119.59985,Loon Point,New,Excellent,22,> 5,-23.3,0.26,3.3,0,60,2,2.5,0.88,0.18,0.44,0.45,0.76,0.51,0.71,1.8,1.5,0.04,0.12,0.11
03-104,Tar,34.41908,-119.59811,Loon Point,New,Excellent,22,> 5,-23.3,0.25,3.4,0,70,2,2.5,0.88,0.17,0.49,0.43,0.74,0.49,0.67,1.9,1.5,0.03,0.12,0.11
03-105,Tar,34.41895,-119.59718,Loon Point,New,Excellent,22,> 5,-23.3,0.25,3.3,0,70,1.7,2.5,0.83,0.16,0.47,0.44,0.78,0.48,0.67,1.9,1.5,0.04,0.12,0.1
03-107,Tar,34.47046,-120.29095,Sacate,New,Excellent,22,> 5,-23,0.23,3.1,0,81,2,2.5,0.87,0.16,0.48,0.42,0.74,0.48,0.71,1.8,1.6,0.03,0.12,0.1
03-111,Tar,34.46968,-120.29597,Sacate,New,Excellent,22,> 5,-23.3,0.25,3.4,0,55,2.1,2.4,0.87,0.17,0.46,0.43,0.79,0.49,0.71,1.8,1.4,0.03,0.12,0.11
03-121,Tar,34.55449,-120.61076,Boathouse,New,Excellent,22,> 5,-24,0.26,3.3,1.1,53,2,2.3,0.85,0.18,0.45,0.43,0.78,0.48,0.67,1.8,1.5,0.04,0.12,0.11
03-123,Tar,34.55471,-120.61108,Boathouse,New,Fair,33,> 5,-23.6,0.24,3,0,124,3.2,3.8,0.67,0.12,0.69,0.37,0.71,0.53,0.67,2.2,0.4,0.03,0.11,0.12
03-126,Tar,34.68018,-120.60748,Surf,New,Excellent,22,> 5,-23.5,0.26,3.3,0.95,81,2,2.4,0.83,0.16,0.46,0.43,0.79,0.49,0.71,1.9,1.6,0.04,0.12,0.11
03-127,Tar,34.67907,-120.6076,Surf,New,Excellent,22,> 5,-23.1,0.25,3.5,0,59,2,2.4,0.88,0.17,0.45,0.43,0.78,0.5,0.67,1.9,1.4,0.04,0.11,0.11
03-132,Tar,34.4087,-119.87568,Coal Oil Point,New,Excellent,211,> 5,-23,0.37,4.9,0,5,0.54,1,0.82,0.21,0.35,0.58,0.84,0.49,0.67,1.7,0.79,0.08,0.09,0.11
03-146,Tar,34.51275,-120.50399,Jalama,New,Excellent,22,> 5,-23.3,0.29,3.3,0,51,1.1,1.6,0.83,0.17,0.48,0.43,0.78,0.48,0.67,1.8,1.4,0.03,0.11,0.09
03-147,Tar,34.51597,-120.50605,Jalama,New,Excellent,22,> 5,-23.4,0.24,3.2,0,141,2.1,2.5,0.83,0.17,0.49,0.41,0.72,0.48,0.67,1.8,1.5,0.03,0.12,0.09
03-167,Tar,34.40105,-119.73948,Arroyo Burro,New,Excellent,22,> 5,-23.5,0.28,3.2,1.1,114,1.9,2.3,0.83,0.17,0.49,0.44,0.71,0.43,0.67,1.7,1.5,0.04,0.11,0.09
03-168,Tar,34.40328,-119.74548,Arroyo Burro,New,Excellent,22,> 5,-23.2,0.26,3.3,1.1,104,1.9,2.4,0.85,0.17,0.48,0.43,0.72,0.47,0.67,1.7,1.5,0.04,0.11,0.09
03-172,Tar,34.40968,-119.88148,Coal Oil Point,New,Excellent,22,> 5,-23.4,0.24,3.3,0,80,2,2.5,0.83,0.17,0.53,0.42,0.73,0.48,0.71,1.8,1.4,0.03,0.11,0.09
03-177,Tar,34.88226,-120.63902,Casmalia,New,No fit,35,> 5,-22.7,0.22,3,0,294,3.3,4.1,0.61,0.12,0.72,0.37,0.68,0.59,0.67,2.2,0.4,0.03,0.11,0.1
03-190,Seep,34.43543,-120.46194,Point Conception,New,Excellent,22,> 5,-23.5,0.23,3.5,0,122,2.4,2.9,0.83,0.16,0.54,0.41,0.73,0.49,0.71,1.9,1.7,0.03,0.11,0.08
03-192,Seep,34.4025,-119.89078,Coal Oil Point,New,Fair,12,> 5,-22.3,0.53,4.3,0,55,0.36,0.34,1.1,0.08,0.27,0.65,1.1,0.24,0.5,0.83,0.14,0.07,0.05,0.18
04-8,Seep,34.43994,-120.48512,Point Conception,New,Excellent,22,> 5,-23.2,0.23,3.4,0,56,1.8,2.5,0.9,0.16,0.49,0.43,0.77,0.48,0.71,1.8,1.5,0.03,0.1,0.09
04-9,Seep,34.44903,-120.49001,Point Conception,New,Excellent,22,> 5,-23.2,0.25,3.4,0,46,1.3,2.7,0.84,0.16,0.48,0.42,0.74,0.56,0.83,1.9,1.4,0.04,0.13,0.08
04-10,Seep,34.44973,-120.49127,Point Conception,New,n/a,0,> 6,-23.2,0.24,3.3,0,50,0.61,2.4,0.86,0.14,0.51,0.4,0.77,0,0,2.3,0,0,0,0.09
